,ID,Name,Alias,Gender,Hair Color,Love Rank,Hate Rank,Eye color,Birthday,Blood Type,Tags,Love Count,Hate Count,Description,url,anime
3930,3930,Iori KITAHARA,Unknown,Male,Black,3.608,32.211,Unknown,Unknown,Unknown,"University Students, Heavy Drinkers",679.0,9,Unknown,https://www.anime-planet.com/characters/iori-kitahara,Grand Blue
3931,3931,Sonju,Unknown,Male,Red,5.214,7.496,Unknown,Unknown,Unknown,"Sharp Teeth, Masks, Lancers, Hunters, Horns, Demons, Capes, Bandages",462.0,67,Unknown,https://www.anime-planet.com/characters/sonju,The Promised Neverland 2nd Season
3932,3932,Skip,Skipper,Male,Black,3.564,52.575,Brown,Unknown,Unknown,"Children, Dark-skinned, Gangsters",687.0,4,Unknown,https://www.anime-planet.com/characters/skip,Banana Fish
3934,3934,Natsuo FUJII,Unknown,Male,Brown,6.023,2.572,Green,July 13,Unknown,"Writers, Bookworms",394.0,197,Unknown,https://www.anime-planet.com/characters/natsuo-fujii,Domestic Girlfriend
3941,3941,Guila,Unknown,Female,Black,2.428,2.013,Unknown,Unknown,Unknown,"Closed Eyes, Headbands, Knights, Lancers, Magic Users, Sword Fighters, Teenagers",988.0,244,Unknown,https://www.anime-planet.com/characters/guila,The Seven Deadly Sins
3944,3944,Bobobo-bo BO-BOBO,Unknown,Male,Blonde,5.102,3.942,Unknown,Unknown,Unknown,"Afros, Martial Artists, Muscular, Sunglasses",473.0,130,"Supporting an impressive blonde afro, Bobobo is also trained in fist of the nosehair, giving him the power to defeat his enemies with a deft flick of the strands pouring out of his nasal cavity. Dragging his gang into some awkward situations, Bobobo is always willing to put his friends first and often jumps in to save the day!",https://www.anime-planet.com/characters/bobobo-bo-bo-bobo,Bobobo-bo Bo-bobo
3948,3948,Kaoru SEO,Unknown,Male,Black,5.378,8.185,Unknown,Unknown,Unknown,"Adults, Smokers",447.0,60,Unknown,https://www.anime-planet.com/characters/kaoru-seo,Sekirei
3952,3952,Yoshiki KISHINUMA,Unknown,Male,Blonde,3.975,15.307,Unknown,Unknown,Unknown,"High School Students, Teenagers",618.0,27,Unknown,https://www.anime-planet.com/characters/yoshiki-kishinuma,Corpse Party: Missing Footage
3957,3957,Quin,Unknown,Female,Brown,3.093,5.425,Unknown,Unknown,Unknown,"Exotic Eyes, Heavy Drinkers, Agents of the Afterlife",784.0,96,Unknown,https://www.anime-planet.com/characters/quin,Death Parade
3959,3959,Oslow,Unknown,Male,Green,4.856,28.458,Unknown,Unknown,Unknown,"Magical Familiars, Monsters",499.0,11,Unknown,https://www.anime-planet.com/characters/oslow,Gekidan Nanatsu no Taizai
3963,3963,Hawk's Mother,Unknown,Female,Unknown,2.535,17.33,Unknown,Unknown,Unknown,"Animals, Giant, Pigs, Travelers",948.0,23,"Hawk's mother is a giant green pig. She is so enormous, in fact, that she easily supports an entire building on her back. When the ""Boar's Hat"" bar is open for business, she burrows into the earth so the structure is level with the ground, and when Meliodas is ready to travel again she rises and sets off, taking the entire establishment with her.",https://www.anime-planet.com/characters/hawks-mother,The Seven Deadly Sins
3964,3964,Alter Ego,Unknown,Male,Brown,3.024,14.62,Unknown,Unknown,Unknown,Artificial Intelligence (AI),802.0,29,Unknown,https://www.anime-planet.com/characters/alter-ego,Danganronpa: The Animation
3967,3967,Kobato HANATO,Unknown,Female,Brown,2.405,20.895,Unknown,Unknown,Unknown,"Clumsy, Eternal Optimists, Hats, Part Time Employees, Rapunzel Hair",999.0,17,Unknown,https://www.anime-planet.com/characters/kobato-hanato,CLAMP in Wonderland 2
3969,3969,Zashiki-Warashi,Unknown,Female,Blue,3.148,14.095,Unknown,Unknown,Unknown,"Immortal, Crybabies, Shy, Youkai, Zashiki Warashi",771.0,30,"The Zashiki Warashi is a youkai that has taken a particular shine to Watanuki . She is very shy and normally accompanied by a group of Karasu Tengu, who are exceptionally protective of her. She also has a close friendship with the equally protective Ame Warashi .",https://www.anime-planet.com/characters/zashiki-warashi,xxxHOLiC
3971,3971,Satoru ASAHINA,Unknown,Male,Brown,2.437,8.741,Unknown,Unknown,Unknown,"Psychic Powers, Superpowers",985.0,56,Unknown,https://www.anime-planet.com/characters/satoru-asahina,From the New World
3973,3973,Mako AKAGI,Unknown,Female,Blonde,7.317,40.789,Brown,Unknown,Unknown,"Teenagers, Shy, Dancers",312.0,6,Unknown,https://www.anime-planet.com/characters/mako-akagi,Welcome to the Ballroom
3974,3974,Yuugiri,Number 5,Female,Brown,4.277,34.926,Unknown,Unknown,Unknown,"Hair Ribbons, Idols, Pipes, Smokers, Undead",574.0,8,Unknown,https://www.anime-planet.com/characters/yuugiri-zombieland-saga,Curry Meshi x Zombieland Saga
3977,3977,Ayano TATEYAMA,Unknown,Female,Brown,3.14,11.978,Brown,November 22,B,"High School Students, Scarves, Teenagers",773.0,38,Unknown,https://www.anime-planet.com/characters/ayano-tateyama,Jin: Ayano no Koufuku Riron
3978,3978,Makoto YUUKI,Minato ARISATO,Male,Blue,4.294,35.479,Unknown,Unknown,Unknown,"Blinding Bangs, Headphones, High School Students, Orphans, Sword Fighters, Teenagers",570.0,7,Unknown,https://www.anime-planet.com/characters/makoto-yuuki,Persona 3: Dancing in Moonlight OP
3979,3979,Professor Hershel LAYTON,Unknown,Male,Brown,6.84,38.763,Unknown,Unknown,Unknown,"Adults, Hats, Teachers",337.0,6,Unknown,https://www.anime-planet.com/characters/professor-hershel-layton,Chotto Warareru Gag Gaiden
3983,3983,Maron KUSAKABE,Unknown,Female,Brown,6.654,27.413,Unknown,Unknown,Unknown,"Athletes, High School Students, Magical Girl, Teenagers, Gymnasts",348.0,11,Unknown,https://www.anime-planet.com/characters/maron-kusakabe,Phantom Thief Jeanne
3984,3984,Sonia NEVERMIND,Ultimate Princess,Female,Blonde,3.496,8.23,Blue,October 13,A,"Foreigners, Headbands, High School Students, Rapunzel Hair, Royalty",697.0,60,Unknown,https://www.anime-planet.com/characters/sonia-nevermind,Danganronpa 3: The End of Hope's Peak Academy- Despair Arc
3988,3988,Heroine,Unknown,Female,Brown,3.114,672.0,Unknown,Unknown,Unknown,"Amnesia, Braids, Hair Buns, Hats, Part Time Employees, Teenagers, University Students, Waiters",779.0,594,Unknown,https://www.anime-planet.com/characters/heroine-amnesia,Amnesia
3989,3989,Takane SHIJOU,Silver Queen,Female,Grey,5.392,31.245,Unknown,Unknown,Unknown,"Big Eaters, Headbands, Idols, Teenagers",446.0,9,Unknown,https://www.anime-planet.com/characters/takane-shijou,Puchimas! Petit [email protected]
3990,3990,Happosai,Happy,Male,White,6.786,1.08,Unknown,Unknown,Unknown,"Elderly, Martial Artists, Mischievous, Perverted, Thieves, Balding, Explosives Experts, Facial Hair, Small Stature",340.0,411,Unknown,https://www.anime-planet.com/characters/happosai,Ranma 1/2
3992,3992,Konayuki ITEZORA,Unknown,Female,Grey,6.706,38.811,Unknown,Unknown,Unknown,"Children, Eternal Optimists, Missing Teeth, Orphans, Rapunzel Hair",345.0,6,Unknown,https://www.anime-planet.com/characters/konayuki-itezora,Katanagatari
3998,3998,Shun AONUMA,Unknown,Male,Black,2.84,9.608,Unknown,Unknown,Unknown,"Psychic Powers, Superpowers",855.0,50,Unknown,https://www.anime-planet.com/characters/shun-aonuma,From the New World
4002,4002,Shuusuke AMAGAI,Unknown,Male,Black,2.956,464.0,Brown,Unknown,Unknown,"Agents of the Afterlife, Elemental Powers, Fire Powers, Shinigami, Sword Fighters",820.0,788,"Amagai is the new captain of the Third Squad. Despite being met with initial suspicion, Amagai is quite popular among his subordinates. He can’t hold his liquor and often becomes inebriated from even the smallest amount, however despite this he is still incredibly strong. His zanpakutou is named Raika.",https://www.anime-planet.com/characters/shuusuke-amagai,Bleach
4004,4004,Crowley EUSFORD,Unknown,Male,Multicolored,3.625,3.041,Unknown,Unknown,Unknown,"Vampires, Nobility, Sword Fighters, Pointy Ears, Ponytail, Braids",675.0,169,Unknown,https://www.anime-planet.com/characters/crowley-eusford,Seraph of the End
4005,4005,Zushi,Unknown,Male,Brown,2.606,3.06,Unknown,Unknown,Unknown,"Verbal Tic, Martial Artists, Epic Eyebrows, Children",927.0,168,Unknown,https://www.anime-planet.com/characters/zushi,Hunter x Hunter
4007,4007,Sakaido,Akihito NARIHISAGO,Male,Pink,4.657,77.29,Unknown,Unknown,Unknown,"Adults, Analytical, Detectives, Scarves, Vengeful",523.0,2,Unknown,https://www.anime-planet.com/characters/sakaido,ID:INVADED
4008,4008,Hua Cheng,"Hua Chengzu, San Lang",Male,Black,2.433,75.89,Unknown,June 10,Unknown,"Braids, Demon Kings, Ghosts, LGBT+, Mischievous, Ponytail, Seme, Shapeshifters, Sword Fighters, Tattoos",986.0,2,Unknown,https://www.anime-planet.com/characters/hua-cheng,Heaven Official's Blessing
4009,4009,Kensuke OOSHIBA,Unknown,Male,Black,4.954,20.664,Unknown,Unknown,Unknown,"High School Students, Teenagers",488.0,18,Unknown,https://www.anime-planet.com/characters/kensuke-ooshiba,Hitorijime My Hero
4014,4014,Aoi TSUBAKI,Unknown,Female,Brown,5.253,19.996,Unknown,Unknown,Unknown,"Spirit Seers, Person in a Strange World, Part Time Employees, Orphans, Cooks, Waiters",458.0,19,Unknown,https://www.anime-planet.com/characters/aoi-tsubaki,Kakuriyo: Bed & Breakfast for Spirits
4015,4015,Xie Lian,"Fang Xin, Xian Le",Male,Black,2.443,46.366,Brown,July 15,Unknown,"Bandages, Deadly Chefs, Deities, Honorable Fighters, Immortal, LGBT+, Martial Artists, Poor, Royalty, Sword Fighters, Topknot, Uke",982.0,5,Unknown,https://www.anime-planet.com/characters/xie-lian,Heaven Official's Blessing
4016,4016,Ayano HIMURO,Unknown,Female,Blue,5.478,101.651,Unknown,Unknown,Unknown,"Adults, Glasses, Ponytail, Scientists, University Students",438.0,1,Unknown,https://www.anime-planet.com/characters/ayano-himuro,"Science Fell in Love, So I Tried to Prove It"
4017,4017,Shinya YUKIMURA,Unknown,Male,Black,7.145,62.477,Unknown,Unknown,Unknown,"Scientists, Glasses, Adults, University Students",322.0,3,Unknown,https://www.anime-planet.com/characters/shinya-yukimura,"Science Fell in Love, So I Tried to Prove It"
4021,4021,Asaya HASEKURA,Unknown,Male,Blonde,4.92,8.642,Unknown,Unknown,Unknown,"High School Students, Teenagers",491.0,57,Unknown,https://www.anime-planet.com/characters/asaya-hasekura,Hitorijime My Hero
4022,4022,Masahiro SETAGAWA,Settie,Male,Blonde,3.619,34.676,Unknown,Unknown,Unknown,"Animal Lovers, Cooks, High School Students, Part Time Employees, Piercings, Teenagers",677.0,8,Unknown,https://www.anime-planet.com/characters/masahiro-setagawa,Hitorijime My Hero
4024,4024,Christophe GIACOMETTI,Unknown,Male,Blonde,2.643,1.062,Unknown,Unknown,Unknown,"Ice Skaters, Facial Hair, Athletes, Adults, Flirts",915.0,419,Unknown,https://www.anime-planet.com/characters/christophe-giacometti,Yuri!!! on Ice
4026,4026,Ratio,Unknown,Male,Blue,4.697,29.81,Unknown,Unknown,Unknown,"Detectives, Doctors, Eye Patches, Superpowers",518.0,10,Unknown,https://www.anime-planet.com/characters/ratio-hamatora,Fw: Hamatora
4028,4028,Kisumi SHIGINO,Unknown,Male,Pink,2.484,11.296,Unknown,Unknown,Unknown,"Athletes, Basketball Players, Teenagers",966.0,41,Unknown,https://www.anime-planet.com/characters/kisumi-shigino,Free! Dive to the Future
4036,4036,Shima KAIDOU,Unknown,Male,Black,7.195,23.181,Unknown,Unknown,Unknown,"Twins, Glasses, Tutors",319.0,15,Unknown,https://www.anime-planet.com/characters/shima-kaidou,Super Lovers
4039,4039,Lawless,Hyde,Male,Multicolored,6.022,30.112,Unknown,Unknown,Unknown,"Vampires, Glasses, Shapeshifters, Sword Fighters",394.0,10,Unknown,https://www.anime-planet.com/characters/lawless,Servamp
4045,4045,Jeice,"Crimson Inferno, Red Magma",Male,White,5.928,758.0,Unknown,Unknown,Unknown,"Military, Aliens, Armor",399.0,538,Unknown,https://www.anime-planet.com/characters/jeice,Dragon Ball Super Movie: Broly
4047,4047,Ryuuichirou ISAKA,Unknown,Male,Brown,4.624,3.051,Black,January 28,Unknown,"Adults, LGBT+, Uke",526.0,168,Unknown,https://www.anime-planet.com/characters/ryuuichirou-isaka,Junjou Romantica
4052,4052,Kazuomi OHGA,Flashy Ooga,Male,Brown,2.569,40.348,Unknown,Unknown,Unknown,"High School Students, Piercings",940.0,6,Unknown,https://www.anime-planet.com/characters/kazuomi-ohga,ReLIFE
4055,4055,Yui KOMORI,"Eve, Little Bitch, Little Piggy, Maso-Kitty, Pancake",Female,Blonde,3.271,247.0,Pink,Unknown,Unknown,"High School Students, Teenagers",747.0,1.289,Unknown,https://www.anime-planet.com/characters/yui-komori,Diabolik Lovers
4057,4057,Kukuri YUKISOME,Unknown,Female,Brown,6.349,6.065,Unknown,Unknown,Unknown,"High School Students, Student Council, Teenagers",369.0,85,Unknown,https://www.anime-planet.com/characters/kukuri-yukisome,K
4059,4059,Camus,Unknown,Male,Blonde,6.859,6.925,Blue,January 23,O,"Sweet Tooth, Musicians, Idols, Cellists, Bossy, Adults",336.0,73,Unknown,https://www.anime-planet.com/characters/camus,QUARTET NIGHT: Force Live
4063,4063,Kou NAKANO,Unknown,Male,Brown,6.16,5.317,Unknown,Unknown,Unknown,Immortal,382.0,98,Unknown,https://www.anime-planet.com/characters/kou-nakano,Ajin: Demi-Human
4066,4066,Yuusuke IGARASHI,Unknown,Male,Black,2.833,5.368,Unknown,Unknown,Unknown,"High School Students, Teenagers",857.0,97,Unknown,https://www.anime-planet.com/characters/yuusuke-igarashi,"Kiss Him, Not Me"
4067,4067,Koichiro MARITO,Lieutenant Marito,Male,Brown,5.813,8.488,Unknown,Unknown,Unknown,"Adults, Facial Hair, Heavy Drinkers, Mecha Pilots, Military, Teachers",408.0,58,Unknown,https://www.anime-planet.com/characters/koichiro-marito,Aldnoah.Zero
4070,4070,Seta SOJIRO,Unknown,Male,Black,3.388,5.764,Unknown,Unknown,Unknown,"Assassins, Stoic, Sword Fighters, Teenagers",720.0,89,Unknown,https://www.anime-planet.com/characters/seta-sojiro,Rurouni Kenshin
4074,4074,Jean Jack LEROY,J.J.,Male,Black,3.613,834.0,Black,"July 15, 1997",B,"Athletes, Big Ego, Ice Skaters, Tattoos, Teenagers",678.0,501,Unknown,https://www.anime-planet.com/characters/jean-jack-leroy,Yuri!!! on Ice
4076,4076,Licht Jekylland TODOROKI,Unknown,Male,Multicolored,4.464,30.113,Unknown,Unknown,Unknown,"Big Ego, Pianists, Teenagers, Unconventional Weapon",548.0,10,Unknown,https://www.anime-planet.com/characters/licht-jekylland-todoroki,Servamp
4080,4080,Koji YOSHIDA,Unknown,Male,Brown,6.381,13.28,Unknown,Unknown,Unknown,"Adults, Editors, Manipulative",367.0,33,Unknown,https://www.anime-planet.com/characters/koji-yoshida,Bakuman.
4084,4084,Slaine TROYARD,Unknown,Male,Blonde,2.568,661.0,Unknown,Unknown,Unknown,"Military, Orphans, Pilots, Teenagers",940.0,604,Unknown,https://www.anime-planet.com/characters/slaine-troyard,Aldnoah.Zero
4094,4094,Oberon,Unknown,Male,Green,6.684,17.448,Yellow,Unknown,Unknown,"Airheads, Fairies, Horns, Magic Users, Mischievous, Pointy Ears, Royalty",347.0,23,Unknown,https://www.anime-planet.com/characters/oberon,Maho-Yome
4102,4102,Lindel,Echos,Male,Blonde,3.305,30.337,Blue,Unknown,Unknown,"Animal Lovers, Magic Users, Musicians, Singers",738.0,10,Unknown,https://www.anime-planet.com/characters/lindel,Maho-Yome
4104,4104,Takao KAWAFUJI,Unknown,Male,Blonde,5.099,11.516,Unknown,Unknown,Unknown,"Glasses, Smokers, Tattoos",474.0,40,"Sei Handa 's best friend since their school days. As a student, he enjoyed watching Handa's awkward interactions with other people from the shadows, using his high-strung friend's anxiety and discomfort for his personal amusement. Kawafuji became an art dealer after graduating high school and now helps Handa take commissions and sell his calligraphy.",https://www.anime-planet.com/characters/takao-kawafuji,Barakamon
4106,4106,Chibi-Usa,"Chibiusa TSUKINO, Little Lady, Rabbit, Rini, Sailor Chibi Moon, Sailor Mini Moon, Small Lady, Usagi TSUKINO",Female,Pink,2.416,805.0,Red,June 30,O,"Elementary School Students, Hair Buns, Magical Girl, Pigtails, Royalty, Secret Identity, Time Travelers",996.0,514,"When Chibi-usa falls from the sky and into the lives of Usagi and Mamoru , they know nothing about her except that she is full of secrets and pursued by dangerous enemies. Behind her bratty attitude is a caring girl desperate to save the people she loves. She has a special friendship with Sailor Pluto , and later develops close friendships with young Momo , gentle Hotaru and the mysterious Helios .",https://www.anime-planet.com/characters/chibi-usa,Bishoujo Senshi Sailor Moon Cosmos Movie 1
4107,4107,Akira INUKAI,Aki,Male,Black,6.793,9.637,Unknown,Unknown,Unknown,High School Students,340.0,50,Unknown,https://www.anime-planet.com/characters/akira-inukai,ReLIFE
4108,4108,Shima NISHINA,Unknown,Female,Black,2.566,4.248,Unknown,Unknown,Unknown,"Lesbians, Teenagers, School Idols, Otaku, High School Students, Fujoshi, Bifauxnen, Mangaka, Cosplayers, LGBT+",941.0,122,Unknown,https://www.anime-planet.com/characters/shima-nishina,"Kiss Him, Not Me"
4112,4112,Ikuya KIRISHIMA,Unknown,Male,Green,4.004,16.37,Brown,March 3,Unknown,"Athletes, Stoic, Swimmers",613.0,25,Unknown,https://www.anime-planet.com/characters/ikuya-kirishima,Free! Dive to the Future
4117,4117,Takasu,Unknown,Male,Red,5.527,34.119,Unknown,Unknown,Unknown,"Bandanas, Dark-skinned",433.0,8,Unknown,https://www.anime-planet.com/characters/takasu-orenchi-no-furo-jijou,Orenchi no Furo Jijou
4118,4118,Moondoggie,Doggie,Male,Blonde,6.275,13.195,Unknown,Unknown,Unknown,"Hats, Pilots",374.0,33,Unknown,https://www.anime-planet.com/characters/mondoggie,Eureka Seven
4123,4123,Yazoo,Unknown,Male,White,5.764,2.643,Unknown,Unknown,Unknown,Gunslingers,412.0,192,Unknown,https://www.anime-planet.com/characters/yazoo,Final Fantasy VII: Advent Children
4129,4129,Saiko YONEBAYASHI,Unknown,Female,Blue,3.046,4.488,Blue,September 4,B,"Adults, Detectives, Exotic Eyes, Lazy, Otaku, Pigtails, Police, Small Stature, Video Gamers",795.0,116,Unknown,https://www.anime-planet.com/characters/saiko-yonebayashi,Tokyo Ghoul:re
4138,4138,Utahime IORI,Unknown,Female,Black,6.233,23.47,Brown,February 18,Unknown,"Adults, Exorcists, Ponytail, Scars, Teachers",377.0,15,Unknown,https://www.anime-planet.com/characters/utahime-iori,Juju Sanpo
4139,4139,Yahiko,Unknown,Male,Orange,4.086,13.636,Unknown,February 20,O,"Orphans, Ninja, Headbands",604.0,32,Unknown,https://www.anime-planet.com/characters/yahiko,Naruto Shippuden
4140,4140,Hitch DREYSE,Unknown,Female,Brown,2.789,1.102,Green,May 10,Unknown,"Bossy, Military",867.0,403,Unknown,https://www.anime-planet.com/characters/hitch-dreyse,Attack on Titan
4141,4141,Matsuri MIZUSAWA,Unknown,Female,Pink,6.697,1.388,Unknown,Unknown,Unknown,"Teenagers, Middle School Students, Manipulative, Lesbians, Headphones, LGBT+",346.0,332,Unknown,https://www.anime-planet.com/characters/matsuri-mizusawa,Citrus
4142,4142,Shisui UCHIHA,Unknown,Male,Black,2.715,14.277,Unknown,Unknown,Unknown,"Headbands, Ninja, Exotic Eyes, Beastmasters",890.0,30,Unknown,https://www.anime-planet.com/characters/shisui-uchiha,Naruto Shippuden
4143,4143,Ryou ASUKA,Unknown,Male,Blonde,2.551,1.34,Unknown,Unknown,Unknown,Ruthless,945.0,344,Unknown,https://www.anime-planet.com/characters/ryou-asuka,Amon: Apocalypse of Devilman
4144,4144,Mother Spider Demon,Unknown,Female,White,2.949,5.373,Turquoise,Unknown,Unknown,"Ruthless, Rapunzel Hair, Puppeteers, Face Markings, Demons, Cruel",822.0,97,Unknown,https://www.anime-planet.com/characters/mother-spider-demon,Demon Slayer: Kimetsu no Yaiba
